"shopname","num_comments","point_comments","phone_num","cost","food_type","district_name","location","area","time","service","delivery","takeout","image"
"Pye Boat Noodle","849","4.5 star rating","(718) 685-2329","Medium","Thai、 Noodles","Astoria","35-13 Broadway","Queen","11:30 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/jxPnZAwHuRciVqUAd14P4Q/ls.jpg"
"Nick’s Pizza","848","4 star rating","(718) 263-1126","Medium","Pizza、 Salad、 Desserts","Forest Hills","108-26 Ascan Ave","Queen","12:00 PM - 8:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/a5W9dmOJPTjF7veAniwHcw/ls.jpg"
"Akino","843","4.5 star rating","(718) 779-8280","Medium","Sushi Bars、 Japanese","Elmhurst","82-80 Broadway","Queen","11:30 AM - 10:30 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/7OaFodhkcMGYurUhJs7Ifw/ls.jpg"
"Havana Cafe","841","4 star rating","(718) 518-1800","Medium","Cuban、 Latin American","Schuylerville","3151 E Tremont Ave","Bronx","12:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/mNPaTLiBl8mRFOSJjhgpdg/ls.jpg"
"Bozu","837","4 star rating","(718) 384-7770","Medium","Japanese、 Asian Fusion","Williamsburg - South Side","296 Grand St","Brooklyn","5:00 PM - 10:15 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/N-BH6kfb9LAYAANMVVSkcw/ls.jpg"
"Antonio’s Trattoria","834","4.5 star rating","(718) 733-6630","Medium","Italian、 Pizza、 Desserts","Belmont","2370 Belmont Ave","Bronx","12:00 PM - 8:15 PM","Sit-down dining、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/2JkIBHCbbUTlqdul0mwa1A/ls.jpg"
"Caracas Arepa Bar","830","4 star rating","(718) 218-6050","Medium","Venezuelan","Williamsburg - South Side","291 Grand St","Brooklyn","11:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/nuuP2qg5hIq0AvfkWejIYQ/ls.jpg"
"Frankies 457 Spuntino","829","4 star rating","(718) 403-0033","Medium","Italian、 Sandwiches、 Wine Bars","Carroll Gardens","457 Court St","Brooklyn","12:00 PM - 11:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/btKAwreoI9Yr6-R4JqgsdQ/ls.jpg"
"SHI","828","3.5 star rating","(347) 242-2450","Medium","Asian Fusion、 Sushi Bars、 Japanese","Hunters Point","4720 Center Blvd","Queen","12:45 PM - 9:45 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/q93ZdEACDKkpeEaK9ZW5hg/ls.jpg"
"Black Swan","825","3.5 star rating","(718) 783-4744","Medium","Gastropubs、 Breakfast & Brunch","Bedford Stuyvesant","1048 Bedford Ave","Brooklyn","8:00 AM - 4:00 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/W8t1fyliuxqmpFjS6U3UMw/ls.jpg"
"Fonda Park Slope","825","4 star rating","(718) 369-3144","Medium","Mexican、 Salad、 Breakfast & Brunch","South Slope","434 7th Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/-YKZ-vtuNqAO-JwlGGtt4g/ls.jpg"
"New Park Pizza","825","4 star rating","(718) 641-3082","Low","Pizza","Lindenwood","15671 Crossbay Blvd","Queen","11:00 AM - 12:00 AM (Next day)","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/3q9FofB8_O5iolMWFpe13g/ls.jpg"
"Rincon Criollo","822","4.5 star rating","(718) 639-8158","Medium","Cuban","North Corona","40-09 Junction Blvd","Queen","11:00 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/ol7QPeu5H6x9MBjjT6zJmA/ls.jpg"
"Bronx Alehouse","820","4 star rating","(718) 601-0204","Medium","American (Traditional)、 Pubs","Kingsbridge","216 W 238th St","Bronx","11:00 AM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/6FQ3Ej0DroZKwmAYclZkeA/ls.jpg"
"Brooklyn Botanic Garden","819","4.5 star rating","(718) 623-7200","Unknown",,"Prospect Heights","990 Washington Ave","Brooklyn","10:00 AM - 6:00 PM","Curbside pickup、Virtual tours","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/evLqBMGcCVVsxiJUatOKwQ/ls.jpg"
"Emily","817","4 star rating","(347) 844-9588","High","American (Traditional)","Clinton Hill","919 Fulton St","Brooklyn","12:00 PM - 3:00 PM, 5:00 PM - 10:30 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/mhCmk6CLlIrv6kRI12LU7Q/ls.jpg"
"MangoSeed Restaurant","816","4 star rating","(718) 513-6084","Medium","Caribbean、 Cocktail Bars、 Pizza","Prospect Lefferts Gardens","755 Flatbush Ave","Brooklyn","12:00 PM - 6:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/udROWEH7Wkv61RKRlmM9yg/ls.jpg"
"Chimu Bistro","812","4 star rating","(718) 383-0045","Medium","Steakhouses、 Peruvian、 Seafood","Williamsburg - North Side","482 Union Ave","Brooklyn","4:00 PM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/X6IsFDmf1b5rgwkjHldEzw/ls.jpg"
"Cannelle Patisserie","811","4.5 star rating","(718) 565-6200","Medium","Bakeries、 Desserts、 Coffee & Tea","Jackson Heights","75-59 31st Ave","Queen","7:00 AM - 4:00 PM","Takeout","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/j2T9oZbOXnPePKzLnc623Q/ls.jpg"
"Ginger and Lemongrass","810","4 star rating","(347) 732-4720","Medium","Vietnamese、 Thai","Beechurst","1253 150th St","Queen","11:00 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/rc7pZR40ZmAVzeenf48eZA/ls.jpg"
"Bareburger - Forest Hills","807","4 star rating","(347) 308-7961","Medium","Burgers、 Salad、 American (New)","Forest Hills","71-49 Austin St","Queen","12:00 PM - 9:00 PM","Takeout、Sit-down dining、Indoor dining","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/jn8AWQ1g108MY_AxuVb7qQ/ls.jpg"
"The Dolar Shop","805","4.5 star rating","(718) 358-7777","High","Chinese、 Hot Pot","Downtown Flushing","36-36 Prince St","Queen","12:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining、Private dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/VTxq4Pc6p1CrWgr1yn6W4A/ls.jpg"
"Ho’ Brah a Taco Joint","803","4 star rating","(718) 680-8226","Medium","Mexican、 Tex-Mex","Bay Ridge","8618 3rd Ave","Brooklyn","11:30 AM - 10:00 PM","Delivery","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/zmzkk2vLU3esR_QWbLEUAA/ls.jpg"
"Murray’s Cheese Bar","801","4 star rating","(347) 990-2130","Medium","Wine Bars、 Cheese Shops、 American (Traditional)","Long Island City","28-30 Jackson Ave","Queen","12:00 PM - 8:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/IFYI_Zd7oQIfpLkRirL-pA/ls.jpg"
"Mia’s Bakery","799","4.5 star rating","(347) 987-3194","Low","Bakeries、 Cafes、 Desserts","Cobble Hill","139 Smith St","Brooklyn","7:00 AM - 9:00 PM","Delivery、Takeout、Sit-down dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/CjvLo6vsxDjaLCgyLpGUKg/ls.jpg"
"Kin’d","796","4.5 star rating","(718) 468-0888","Medium","Thai","Fresh Meadows","192-03 Union Tpke","Queen","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Ajh9pCuYLNiVdoBY9ZbeHg/ls.jpg"
"Mile End Delicatessen Brooklyn","788","3.5 star rating","(718) 852-7510","Medium","Delis、 Breakfast & Brunch、 Sandwiches","Boerum Hill","97A Hoyt St","Brooklyn","9:00 AM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/mSi5t9lILa4QwzMKcNg0vg/ls.jpg"
"99 Favor Taste","786","4 star rating","(917) 410-3186","Medium","Chinese、 Hot Pot、 Barbeque","Sunset Park","732 61st St","Brooklyn","12:00 PM - 11:00 PM","Sit-down dining、Outdoor seating、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/GYD6ehZ7xRHUb2tIjgH1JA/ls.jpg"
"Trattoria Zero Otto Nove","785","4 star rating","(718) 220-1027","Medium","Italian、 Pizza","Belmont","2357 Arthur Ave","Bronx","1:00 PM - 9:00 PM","Sit-down dining、Outdoor seating、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/lvghehU8tD0cYZgOmxbLWQ/ls.jpg"
"Kimganae","783","4 star rating","(718) 888-3100","Medium","Korean、 Breakfast & Brunch、 Coffee & Tea","Downtown Flushing","3912 Union St","Queen","9:00 AM - 9:00 PM","Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/u8Qc8TJrkPjHcOji3LhOXA/ls.jpg"
"Clover Club","781","4 star rating","(718) 855-7939","Medium","Lounges、 American (Traditional)、 Cocktail Bars","Cobble Hill","210 Smith St","Brooklyn","11:00 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/rTFP3ikw4UUsST892sav9Q/ls.jpg"
"Mom’s Kitchen & Bar","780","4 star rating","(718) 267-0142","Medium","Bars、 American (Traditional)、 Breakfast & Brunch","Astoria","33-01 31st Ave","Queen","9:30 AM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/bz7TPVap1l0bfhJnfM1Xaw/ls.jpg"
"Dutch Kills","778","4 star rating","(718) 383-2724","Medium","Lounges、 Cocktail Bars","Long Island City","27-24 Jackson Ave","Queen","4:00 PM - 11:00 PM","Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/S11kn7JT_YRT4onWUBE54g/ls.jpg"
"Mesa Coyoacan","773","4 star rating","(718) 782-8171","Medium","Mexican、 Bars","East Williamsburg","372 Graham Ave","Brooklyn","12:00 PM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/fcuNrnpyyRSAUcvSmXgj1g/ls.jpg"
"Piquant","773","3.5 star rating","(718) 484-4114","Medium","American (New)、 Latin American","Prospect Heights","259 Flatbush Ave","Brooklyn","10:00 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/2ocavK3rEN5IsGjT8_gthg/ls.jpg"
"The Original Crab Shanty Restaurant","772","3.5 star rating","(718) 885-1810","Medium","Seafood、 Italian、 American (Traditional)","City Island","361 City Island Ave","Bronx","11:00 AM - 11:00 PM","Delivery、Takeout、Curbside pickup、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/pjVg0pTn5XLBHMqhVWsy7g/ls.jpg"
"Bourbon Street","772","3.5 star rating","(718) 224-2200","Medium","Cajun/Creole、 Sports Bars、 Burgers","Bayside","4012 Bell Blvd","Queen","12:00 PM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Jt1aHYguxAHf6ozZxb3PeA/ls.jpg"
"The Buffet","771","3 star rating","(718) 886-3722","Medium","Buffets、 Sushi Bars、 Seafood","College Point","20-07 127th St","Queen","11:30 AM - 3:30 PM, 5:30 PM - 10:00 PM","Sit-down dining、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/oe9XesGPgn7-TKPxaBQZhg/ls.jpg"
"Cecconi’s Dumbo","770","3.5 star rating","(718) 650-3900","High","Italian","DUMBO","55 Water St","Brooklyn","12:00 PM - 11:00 PM","Sit-down dining、Outdoor seating、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/IBLvIwCEjW-CiJUc6fo5Ng/ls.jpg"
"DiWine","769","4 star rating","(718) 777-1355","Medium","American (New)","Astoria","41-15 31st Ave","Queen","12:00 PM - 9:00 PM","Delivery","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/5e3E7LGaLbGTPAsK-D0cdg/ls.jpg"
"Yaso Tangbao","767","3.5 star rating","(929) 337-7599","Medium","Shanghainese","Downtown Brooklyn","148 Lawrence St","Brooklyn","11:30 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/To9YIXVJLVhpeRhlO0oxQw/ls.jpg"
"Deninos Pizzeria & Tavern","761","4 star rating","(718) 442-9401","Medium","Pizza、 Italian、 Chicken Wings","Elm Park","524 Port Richmond Ave","Staten Island","11:00 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/F62xvRp4vBIK8pzV3UhtTQ/ls.jpg"
"SkyIce Sweet & Savory","755","4 star rating","(718) 230-0910","Medium","Ice Cream & Frozen Yogurt、 Thai","Park Slope","63 5th Ave","Brooklyn","12:00 PM - 10:30 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/L_crEBQnh8LVwMo19Ktisw/ls.jpg"
"Taci’s Beyti","754","4.5 star rating","(718) 627-5750","Medium","Turkish、 Middle Eastern、 Mediterranean","Midwood","1953 Coney Island Ave","Brooklyn","12:00 PM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/cWtGxeRzo9cqkJmIHcrMOw/ls.jpg"
"Diner","749","4 star rating","(718) 486-3077","Medium","Diners、 American (New)、 Breakfast & Brunch","South Williamsburg","85 Broadway","Brooklyn","11:00 AM - 3:30 PM, 5:00 PM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/PGBrxtdip6IyIBGMcpUdjg/ls.jpg"
"Sake Sushi","749","3.5 star rating","(718) 996-6288","Medium","Sushi Bars、 Japanese、 Buffets","Bath Beach","2347 86th St","Brooklyn","11:00 AM - 11:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/W6D89Ei1dPheSrwvSCuRbQ/ls.jpg"
"Park Side Restaurant","749","4 star rating","(718) 271-9871","High","Italian","Corona","107-01 Corona Ave","Queen","12:30 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/whYMIYJ6xPgaVD28vfJ-sg/ls.jpg"
"Ovelia","748","4 star rating","(718) 721-7217","Medium","Greek、 Mediterranean","Astoria","3401 30th Ave","Queen","11:00 AM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/vkwfWT1j1dV40HkepUCLlA/ls.jpg"
"Cebu Bar & Bistro","747","4 star rating","(718) 492-5095","Medium","Breakfast & Brunch、 Burgers、 American (New)","Bay Ridge","8801 3rd Ave","Brooklyn","12:00 PM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/DzJIyK2yJq1X_Zi2yVFT0A/ls.jpg"
"Café 1 of a Kind","745","4.5 star rating","(347) 408-4780","Medium","Desserts、 Coffee & Tea、 Breakfast & Brunch","Douglaston","255-13 Northern Blvd","Queen","9:00 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/a7-Fdw-ztAWvix1kmYex1Q/ls.jpg"
"Tamashii Ramen","742","4 star rating","(718) 278-5888","Medium","Ramen","Astoria","2905 Broadway","Queen","12:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/bKRkhNRxrNhH-EdNxbNwRg/ls.jpg"
"Mojave","741","3.5 star rating","(718) 545-4100","Medium","Southern、 Mexican、 Tex-Mex","Astoria","22-36 31st St","Queen","10:00 AM - 11:00 PM","Delivery、Takeout、Sit-down dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/3ahVJYCXCFm-Ug8ZPElHLA/ls.jpg"
"DuMont Burger","740","3.5 star rating","(718) 384-6127","Medium","Burgers、 Beer Bar、 Cocktail Bars","Williamsburg - South Side","314 Bedford Ave","Brooklyn","11:30 AM - 11:00 PM","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/gWJ_5JwiKjAjvE4mAPtxCg/ls.jpg"
"Tito Rad’s Grill","740","3.5 star rating","(718) 205-7299","Medium","Barbeque、 Filipino、 Breakfast & Brunch","Woodside","49-10 Queens Blvd","Queen","10:00 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/OERbw3SXUfBlDxld76jaog/ls.jpg"
"Queens Bully","739","3.5 star rating","(718) 520-8600","Medium","Gastropubs、 Cocktail Bars、 Breakfast & Brunch","Forest Hills","113-30 Queens Blvd","Queen","11:00 AM - 12:00 AM (Next day)","Delivery、Takeout、Outdoor seating、Heated outdoor seating、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/4GJHjm4qGrUU3b4jm60jZA/ls.jpg"
"Bunker","737","4 star rating","(718) 386-4282","Medium","Vietnamese","East Williamsburg","99 Scott Ave","Brooklyn","5:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/UoY5PqkIQ1vtQblao9t4zQ/ls.jpg"
"KYURAMEN","733","4 star rating","(917) 285-2332","Medium","Ramen","Downtown Flushing","133-42 37th Ave","Queen","11:00 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/uxCQ1yP3vXWYNfwq2gN9sA/ls.jpg"
"Martha’s Country Bakery","732","4.5 star rating","(718) 599-0900","Medium","Bakeries、 Coffee & Tea、 Desserts","Williamsburg - North Side","263 Bedford Ave","Brooklyn","6:00 AM - 12:00 AM (Next day)","Delivery、Sit-down dining、Outdoor seating、Indoor dining","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/So6BeZ1ZbMgbh7Wi5QvXLw/ls.jpg"
"Burrito Bar","727","3 star rating","(718) 230-8646","Medium","Mexican、 Bars、 Tex-Mex","Prospect Heights","307 Flatbush Ave","Brooklyn","11:00 AM - 1:00 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/H_eCoYvYBc60KH_QWTSbTw/ls.jpg"
"Four & Twenty Blackbirds","723","4 star rating","(718) 499-2917","Medium","Bakeries、 Coffee & Tea","Gowanus","439 3rd Ave","Brooklyn","10:00 AM - 7:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/mieHuyQEc3E8RVJ5qU2LgQ/ls.jpg"
"Calexico - Greenpoint","723","3.5 star rating","(347) 763-2129","Medium","Mexican、 Salad、 Breakfast & Brunch","Greenpoint","645 Manhattan Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/22VhXdOgvfeJJyZoJY_jCw/ls.jpg"
"Tortilleria Mexicana Los Hermanos","720","4 star rating","(718) 456-3422","Low","Mexican","Bushwick","271 Starr St","Brooklyn","12:00 PM - 11:30 PM","Takeout、Outdoor seating","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/LpI9QEXiNbD3wAxPuHoVJg/ls.jpg"
"The Crabby Shack","718","4 star rating","(718) 484-1507","Medium","Seafood、 Desserts","Crown Heights","613 Franklin Ave","Brooklyn","12:00 PM - 8:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/gsEB4ju8jGv65sLS8WKcZQ/ls.jpg"
"Taste Good Malaysian Cuisine","718","4 star rating","(718) 898-8001","Medium","Malaysian","Elmhurst","82-18 45th Ave","Queen","10:30 AM - 10:00 PM","Delivery、Takeout、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/J-9weApEm41V4NKSU8-XWg/ls.jpg"
"Bonnie’s Grill","717","4 star rating","(718) 369-9527","Unknown",,"Park Slope","278 5th Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/hJKYzCF0t95zlFMtyzneQg/ls.jpg"
"Tiger Sugar","715","4 star rating","(347) 732-4001","Low","Bubble Tea、 Desserts、 Coffee & Tea","Downtown Flushing","4010 Main St","Queen","10:30 AM - 9:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Psre6b1nRYzbN0aP44vLDQ/ls.jpg"
"Brooklyn Bagel & Coffee Company","711","4.5 star rating","(718) 204-0141","Low","Bagels、 Coffee & Tea","Astoria","35-05 Broadway","Queen","8:00 AM - 3:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/-kxDsaXYIc7vT-ocIhCfCg/ls.jpg"
"The Islands","710","4 star rating","(718) 398-3575","Medium","Caribbean","Prospect Heights","671 Washington Ave","Brooklyn","12:00 PM - 10:30 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/eEQ3bLkWhPSIvJBIpazk2w/ls.jpg"
"Coney Island Beach and Boardwalk","710","4 star rating","(718) 594-7895","Unknown",,"Coney Island","Surf Ave and Stillwell Ave","Brooklyn","Open 24 hours",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/O2XTf04CeQT0eZraLLwOXQ/ls.jpg"
"Ki Sushi","709","4 star rating","(718) 935-0575","Medium","Sushi Bars、 Japanese","Cobble Hill","122 Smith St","Brooklyn","5:45 PM - 10:15 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Mbkxqjg7HBvrez77WmwHrg/ls.jpg"
"Catfish","708","4 star rating","(347) 305-3233","Medium","Bars、 Cajun/Creole、 Breakfast & Brunch","Crown Heights","1433 Bedford Ave","Brooklyn","5:00 PM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/x1Vd1a1-kZ84aonypQoIkw/ls.jpg"
"BCD Tofu House","708","4 star rating","(718) 224-8889","Medium","Korean","Bayside","220-05 Northern Blvd","Queen","11:00 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/5KrXKpRaMlg-oUAen2kE_w/ls.jpg"
"El Patron","707","3.5 star rating","(718) 819-2121","Medium","Mexican","Auburndale","194-01 Northern Blvd","Queen","12:00 PM - 10:30 PM","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/uoveVAZFWHVUaoleMLsMgA/ls.jpg"
"Cafe Bench","706","3.5 star rating","(718) 224-0703","Medium","Cafes","Auburndale","194-07 Northern Blvd","Queen","10:30 AM - 10:30 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/h2sr0ejha56NpAYdtpgcLQ/ls.jpg"
"Tuk Tuk","704","4 star rating","(718) 472-5598","Medium","Thai","Hunters Point","4906 Vernon Blvd","Queen","3:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/r_ALzLJ-56hQq6Wvk9jwFA/ls.jpg"
"Brooklyn Farmacy & Soda Fountain","703","4 star rating","(718) 522-6260","Medium","Ice Cream & Frozen Yogurt、 Desserts、 Coffee & Tea","Carroll Gardens","513 Henry St","Brooklyn","2:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/9CL2VjLdrDQTybdEOU3CNA/ls.jpg"
"Ba Xuyen","702","4.5 star rating","(718) 633-6601","Low","Vietnamese、 Sandwiches","Borough Park","4222 8th Ave","Brooklyn","7:00 AM - 6:30 PM","Social distancing enforced","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/FKV2w1LSBimODfXYXHXVrw/ls.jpg"
"5ive Spice","702","4.5 star rating","(718) 857-3483","Medium","Vietnamese、 Coffee & Tea、 Tacos","Park Slope","52 5th Ave","Brooklyn","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/5QcoRr5a7JvQsOCH3cLW0A/ls.jpg"
"Enthaice Thai Kitchen","700","4 star rating","(718) 932-1111","Medium","Thai、 Seafood、 Chicken Wings","Astoria","33-20 31st Ave","Queen","12:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/poiYY93PvnCGFXQAEvO-Ng/ls.jpg"
"Café Henri","700","4 star rating","(718) 729-5794","Medium","French、 Breakfast & Brunch、 Cafes","Hunters Point","1010 50th Ave","Queen","9:00 AM - 11:30 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/HxmAsCL7_hFGbwbea8ArnA/ls.jpg"
"Blend Astoria","700","3.5 star rating","(718) 606-6383","Medium","Latin American、 Tapas/Small Plates、 Cocktail Bars","Astoria","37-17 30th Ave","Queen","11:00 AM - 11:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/K49PUUS-RKiQ9GK5y7NsUA/ls.jpg"
"Mominette","698","4 star rating","(929) 234-2941","Medium","French、 Cocktail Bars、 Breakfast & Brunch","Bushwick","221 Knickerbocker Ave","Brooklyn","9:30 AM - 3:30 PM, 4:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/SClcXzYF9awG33Iya6weKA/ls.jpg"
"Vesta","697","4 star rating","(718) 545-5550","Medium","Italian、 Wine Bars","Astoria","21-02 30th Ave","Queen","11:00 AM - 3:00 PM, 4:30 PM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/0C1PNkrdE-ShQLifE9Uw-g/ls.jpg"
"Burger Club","696","4 star rating","(718) 777-7788","Medium","Burgers、 Desserts、 Salad","Astoria","32-02 30th Ave","Queen","11:30 AM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/TB-SGCR3nCkM_k9tdop41A/ls.jpg"
